"","year","religion_importance","happiness","gender","age","religion","financial_satisfaction","living_standard","trust_people","trust_family","trust_foreigners"
"1068",2020,1,1,2,70,1,9,1,1,1,1
"1069",2020,4,1,1,28,0,8,1,1,1,2
"1070",2020,4,2,1,60,1,8,1,2,2,2
"1071",2020,2,2,2,77,2,6,3,2,1,3
"1072",2020,3,2,2,41,0,6,1,2,1,4
"1073",2020,3,3,1,32,1,5,2,2,2,2
"1074",2020,4,3,1,40,0,4,1,2,1,2
"1075",2020,3,2,2,72,7,9,2,1,1,2
"1076",2020,4,2,1,67,2,9,1,1,2,2
"1077",2020,3,3,2,20,0,6,1,2,2,2
"1078",2020,3,1,1,69,2,8,1,1,2,2
"1079",2020,1,2,1,48,2,6,1,2,1,3
"1080",2020,3,2,1,65,1,8,1,1,1,2
"1081",2020,4,2,1,51,0,8,1,1,1,2
"1082",2020,2,1,2,49,2,6,3,1,1,2
"1083",2020,1,2,2,62,4,8,1,1,1,2
"1084",2020,3,1,2,80,2,10,3,1,1,1
"1085",2020,1,1,1,78,2,9,3,1,1,2
"1086",2020,3,2,2,65,2,8,1,2,2,3
"1087",2020,4,3,2,63,1,10,1,1,1,1
"1088",2020,4,3,2,64,0,1,3,2,1,1
"1089",2020,1,1,1,66,9,5,2,2,2,3
"1090",2020,3,2,1,67,1,9,1,1,2,2
"1091",2020,3,2,1,42,1,5,1,2,2,4
"1092",2020,4,2,2,41,0,4,2,2,2,2
"1093",2020,1,3,2,25,2,6,3,2,2,3
"1094",2020,3,3,2,18,0,5,1,2,2,2
"1095",2020,3,2,2,44,0,8,3,1,1,1
"1096",2020,3,2,2,32,0,1,2,2,2,2
"1097",2020,4,2,1,44,0,8,3,1,2,2
"1098",2020,3,1,1,67,1,8,3,2,1,2
"1099",2020,3,2,1,70,0,9,1,2,1,2
"1100",2020,4,2,2,18,0,7,1,2,2,2
"1101",2020,1,3,2,22,5,8,3,2,1,1
"1102",2020,1,2,1,45,5,8,1,1,1,2
"1103",2020,4,3,1,62,0,2,2,1,1,1
"1104",2020,2,1,2,72,1,10,1,1,1,2
"1105",2020,4,2,2,64,0,8,1,1,2,2
"1106",2020,4,2,2,30,3,5,1,2,1,2
"1107",2020,2,2,1,66,4,9,1,1,1,2
"1108",2020,1,2,2,50,1,3,2,2,1,2
"1109",2020,2,2,2,60,1,7,3,1,1,2
"1110",2020,4,2,2,45,0,7,1,2,1,2
"1111",2020,3,2,1,77,1,7,1,2,2,2
"1112",2020,4,2,1,44,1,2,2,1,1,2
"1113",2020,4,2,1,70,0,9,1,2,1,2
"1114",2020,3,2,1,52,7,4,1,1,1,3
"1115",2020,4,2,2,67,0,9,1,2,2,2
"1116",2020,3,2,2,46,2,5,3,1,1,3
"1117",2020,2,2,2,69,8,2,3,2,1,2
"1118",2020,2,2,2,68,2,8,3,2,1,3
"1119",2020,1,3,2,67,2,4,2,1,2,2
"1120",2020,4,2,2,64,1,8,1,2,1,2
"1121",2020,3,4,1,60,8,7,1,2,1,2
"1122",2020,1,2,2,29,9,6,2,1,2,2
"1123",2020,1,2,2,30,1,7,1,1,2,2
"1124",2020,2,3,2,37,1,4,2,1,1,2
"1125",2020,4,2,2,44,0,7,1,2,1,2
"1126",2020,1,1,2,68,9,9,1,2,2,2
"1127",2020,1,2,1,44,1,6,2,2,1,2
"1128",2020,3,2,2,24,0,5,1,2,1,2
"1129",2020,3,2,2,27,0,6,1,2,2,1
"1130",2020,2,2,2,77,2,7,1,1,1,2
"1131",2020,3,1,1,44,0,9,1,1,1,1
"1132",2020,3,2,2,46,0,6,3,1,2,3
"1133",2020,4,2,1,66,0,6,3,2,1,2
"1134",2020,3,2,2,71,0,9,3,1,2,2
"1135",2020,3,3,1,53,0,4,2,2,2,2
"1136",2020,3,2,2,49,0,5,3,1,1,2
"1137",2020,3,3,1,73,9,3,3,2,3,2
"1138",2020,3,2,1,53,0,7,2,2,2,3
"1139",2020,4,2,2,44,0,1,2,1,1,1
"1140",2020,3,2,2,48,2,8,2,1,1,1
"1141",2020,3,2,2,24,0,6,1,1,1,2
"1142",2020,4,1,2,25,0,8,1,1,3,1
"1143",2020,2,1,2,59,2,7,1,1,1,2
"1144",2020,4,2,1,57,0,9,1,2,1,3
"1145",2020,4,2,2,68,1,7,1,1,2,2
"1146",2020,4,3,2,47,0,3,2,2,3,2
"1147",2020,2,2,1,51,2,8,1,2,1,2
"1148",2020,1,2,2,42,2,8,3,1,1,2
"1149",2020,3,2,1,34,2,5,1,2,2,3
"1150",2020,1,2,2,59,2,7,3,1,2,2
"1151",2020,2,2,1,93,1,7,1,1,1,1
"1152",2020,3,2,1,86,0,8,1,1,1,2
"1153",2020,2,2,1,51,1,8,3,2,1,2
"1154",2020,4,3,2,59,0,5,1,2,2,3
"1155",2020,3,2,2,69,1,8,3,1,1,2
"1156",2020,4,3,1,18,0,2,3,1,3,2
"1157",2020,1,2,2,59,9,2,2,2,1,2
"1158",2020,1,1,1,40,3,9,3,1,1,2
"1159",2020,4,2,1,32,0,2,2,1,2,2
"1160",2020,2,2,1,76,2,6,1,1,1,2
"1161",2020,3,2,1,57,0,9,1,2,1,1
"1162",2020,3,2,1,44,1,6,2,1,1,2
"1163",2020,3,1,1,79,1,7,3,2,2,2
"1164",2020,3,2,2,44,2,5,2,2,1,2
"1165",2020,4,2,1,28,1,5,2,2,1,2
"1166",2020,3,1,2,53,5,7,2,1,1,1
"1167",2020,3,1,2,73,2,10,3,2,1,2
"1168",2020,3,2,2,65,0,7,3,1,1,1
"1169",2020,3,2,2,65,2,4,3,1,1,2
"1170",2020,3,2,1,30,0,6,2,1,1,2
"1171",2020,3,2,2,46,0,2,2,2,1,1
"1172",2020,3,2,1,50,0,7,1,1,1,2
"1173",2020,2,3,2,19,2,6,3,2,1,2
"1174",2020,4,2,1,71,0,8,3,1,1,2
"1175",2020,4,2,2,30,0,6,3,2,2,2
"1176",2020,1,2,1,26,5,4,1,2,1,2
"1177",2020,3,2,2,55,0,7,1,1,2,2
"1178",2020,4,2,2,48,0,3,2,1,1,2
"1179",2020,2,2,1,41,2,6,3,2,1,3
"1180",2020,4,2,2,75,0,8,1,2,1,2
"1181",2020,4,2,1,52,0,7,1,1,1,1
"1182",2020,3,2,1,79,1,4,3,1,2,2
"1183",2020,1,1,1,69,1,9,1,2,1,2
"1184",2020,1,2,2,43,0,1,3,2,2,2
"1185",2020,3,2,2,26,0,6,1,2,3,3
"1186",2020,4,1,2,74,0,8,1,2,1,3
"1187",2020,3,1,1,65,0,8,3,1,1,1
"1188",2020,2,2,2,54,1,7,1,2,1,2
"1189",2020,3,1,1,75,0,8,1,2,1,3
"1190",2020,3,1,2,53,1,10,1,1,3,3
"1191",2020,2,2,1,55,2,8,1,2,2,2
"1192",2020,2,2,1,36,2,6,3,2,1,2
"1193",2020,4,2,1,28,0,9,3,1,3,2
"1194",2020,2,2,1,72,4,8,1,2,1,2
"1195",2020,4,2,2,25,0,6,2,1,2,2
"1196",2020,3,2,2,52,2,2,2,2,2,2
"1197",2020,2,2,2,58,0,4,3,1,1,2
"1198",2020,4,2,1,60,0,5,2,1,1,2
"1199",2020,3,2,2,42,1,4,2,2,1,3
"1200",2020,3,1,1,59,1,8,1,2,1,3
"1201",2020,3,1,1,57,1,8,1,1,1,1
"1202",2020,3,2,1,65,0,7,3,1,2,2
"1203",2020,3,2,2,62,1,6,3,1,2,2
"1204",2020,3,2,1,28,0,7,1,1,2,2
"1205",2020,2,2,2,43,1,2,2,1,1,1
"1206",2020,1,2,1,37,2,6,2,1,1,2
"1207",2020,3,2,1,48,1,3,1,1,1,2
"1208",2020,1,2,2,25,0,5,3,2,1,2
"1209",2020,3,2,1,36,0,5,3,2,1,3
"1210",2020,2,2,2,66,1,8,1,1,1,2
"1211",2020,2,1,1,30,2,8,1,2,1,2
"1212",2020,1,2,1,22,1,9,2,1,3,2
"1213",2020,3,2,2,24,0,8,1,2,2,2
"1214",2020,3,2,1,54,1,7,3,1,1,2
"1215",2020,1,2,1,73,1,9,1,1,1,2
"1216",2020,1,3,1,24,6,6,3,2,1,1
"1217",2020,2,2,1,56,4,7,3,1,1,3
"1218",2020,3,2,2,52,0,5,3,2,1,2
"1219",2020,2,2,2,69,0,7,1,1,1,1
"1220",2020,1,1,2,74,1,10,1,1,1,2
"1221",2020,3,2,1,49,2,4,1,2,1,3
"1222",2020,4,1,2,51,0,8,1,1,1,2
"1223",2020,4,2,2,61,0,4,2,2,1,2
"1224",2020,2,2,2,58,0,6,1,2,1,2
"1225",2020,3,2,2,56,2,7,2,1,2,2
"1226",2020,4,2,1,40,0,9,1,1,1,3
"1227",2020,3,2,2,61,1,8,3,1,2,2
"1228",2020,4,3,1,65,0,8,1,1,2,2
"1229",2020,4,1,1,74,0,10,3,1,1,2
"1230",2020,3,2,2,32,1,4,1,2,1,1
"1231",2020,1,1,2,25,2,10,1,2,2,2
"1232",2020,2,2,1,46,1,6,2,2,2,2
"1233",2020,3,1,1,18,8,7,1,1,1,2
"1234",2020,2,2,1,40,5,8,3,1,2,2
"1235",2020,1,1,2,60,2,10,3,1,1,2
"1236",2020,2,4,1,32,5,7,3,2,1,1
"1237",2020,4,2,1,26,0,8,1,2,2,2
"1238",2020,1,2,2,20,2,7,3,1,2,2
"1239",2020,1,2,2,35,7,7,3,2,1,2
"1240",2020,4,1,2,65,0,9,1,1,1,2
"1241",2020,2,2,1,52,5,6,3,1,2,2
"1242",2020,3,2,2,42,1,1,3,2,2,4
"1243",2020,4,1,1,62,1,10,1,1,2,2
"1244",2020,3,2,2,46,1,7,2,2,1,2
"1245",2020,2,3,2,63,0,4,1,1,1,2
"1246",2020,4,2,2,21,0,6,3,1,1,1
"1247",2020,3,2,2,53,1,8,1,2,2,2
"1248",2020,1,2,1,36,2,7,1,2,1,2
"1249",2020,1,1,1,41,0,5,3,2,2,3
"1250",2020,1,2,2,32,2,6,2,2,2,2
"1251",2020,4,2,1,73,0,7,1,1,1,2
"1252",2020,1,1,2,54,1,7,3,1,1,2
"1253",2020,4,2,2,69,0,6,1,1,1,1
"1254",2020,1,2,1,25,0,8,1,2,1,2
"1255",2020,3,2,2,68,0,8,1,1,1,1
"1256",2020,1,2,2,72,2,8,3,1,1,2
"1257",2020,1,2,2,48,2,7,1,1,2,2
"1258",2020,3,3,2,80,0,1,1,1,1,2
"1259",2020,3,2,2,41,0,4,1,1,2,1
"1260",2020,4,2,2,48,0,7,2,1,1,1
"1261",2020,2,2,2,37,2,5,3,2,1,3
"1262",2020,2,2,1,50,1,6,3,1,1,2
"1263",2020,1,1,2,20,9,4,1,2,1,2
"1264",2020,2,2,1,44,6,7,3,2,1,2
"1265",2020,2,2,1,30,6,8,3,2,1,2
"1266",2020,4,1,2,26,0,10,1,1,2,2
"1267",2020,4,3,2,25,0,4,3,1,1,2
"1268",2020,4,1,2,65,0,8,3,1,1,1
"1269",2020,4,1,1,33,0,8,1,2,2,1
"1270",2020,2,3,2,55,1,7,1,2,1,2
"1271",2020,2,1,2,62,1,7,1,2,1,2
"1272",2020,4,4,1,43,9,6,2,2,3,3
"1273",2020,4,3,2,24,0,4,2,2,1,2
"1274",2020,3,2,2,54,3,5,3,1,2,2
"1275",2020,3,2,1,56,1,5,3,1,2,2
"1276",2020,4,2,1,30,0,8,1,1,1,2
"1277",2020,4,2,2,31,1,7,2,2,1,2
"1278",2020,4,3,2,49,0,7,2,1,2,2
"1279",2020,1,2,2,56,0,3,2,1,3,2
"1280",2020,2,2,2,28,1,5,1,2,2,3
"1281",2020,1,2,1,32,1,8,1,1,1,2
"1282",2020,1,1,2,39,9,10,3,1,1,1
"1283",2020,4,3,1,33,0,4,2,2,2,3
"1284",2020,3,3,1,70,2,5,2,1,1,2
"1285",2020,4,1,2,52,0,10,1,2,2,2
"1286",2020,3,1,1,47,1,9,1,1,1,1
"1287",2020,4,2,2,37,0,10,1,1,1,2
"1288",2020,3,4,2,26,0,1,3,2,2,2
"1289",2020,3,2,1,58,1,8,3,2,2,2
"1290",2020,4,1,1,38,0,7,3,2,1,2
"1291",2020,2,1,1,32,1,10,1,1,2,1
"1292",2020,4,2,1,42,0,8,1,1,1,2
"1293",2020,3,2,2,27,1,1,3,1,1,2
"1294",2020,4,2,1,53,7,5,3,2,1,3
"1295",2020,4,2,2,28,0,4,2,2,1,3
"1296",2020,4,4,2,29,0,1,2,2,1,3
"1297",2020,1,2,1,55,2,9,3,2,1,2
"1298",2020,4,2,2,50,0,7,3,1,1,2
"1299",2020,4,1,2,25,0,4,3,2,1,4
"1300",2020,3,2,2,30,0,9,1,2,1,3
"1301",2020,2,2,1,43,5,5,1,1,1,2
"1302",2020,4,2,1,63,1,8,1,2,2,2
"1303",2020,4,2,2,66,0,7,1,1,1,2
"1304",2020,4,2,2,76,0,7,1,1,1,1
"1305",2020,2,2,2,40,0,5,3,2,2,3
"1306",2020,4,2,2,53,1,6,1,2,2,2
"1307",2020,3,2,2,62,0,8,1,2,2,2
"1308",2020,2,2,2,21,2,4,1,2,2,2
"1309",2020,4,2,1,64,0,5,1,2,2,2
"1310",2020,4,2,1,37,1,6,3,1,1,2
"1311",2020,1,2,2,40,9,7,1,1,1,2
"1312",2020,1,2,2,65,1,7,1,2,1,2
"1313",2020,4,1,2,52,0,9,1,1,1,2
"1314",2020,1,2,2,42,5,4,1,2,1,2
"1315",2020,3,3,2,52,0,1,2,2,1,1
"1316",2020,4,2,1,36,0,5,1,2,2,4
"1317",2020,1,1,1,26,1,8,1,1,1,1
"1318",2020,1,2,1,48,5,6,2,2,1,2
"1319",2020,3,2,2,25,1,7,3,1,1,1
"1320",2020,2,2,1,65,1,8,1,2,2,2
"1321",2020,2,2,2,34,9,8,3,2,1,3
"1322",2020,1,1,1,27,1,10,1,1,1,2
"1323",2020,1,2,2,77,0,7,2,2,1,1
"1324",2020,1,1,1,39,2,9,1,1,1,2
"1325",2020,4,2,2,68,0,6,1,2,1,2
"1326",2020,2,2,2,31,8,5,3,1,1,2
"1327",2020,3,3,2,30,0,1,3,2,1,2
"1328",2020,4,2,2,33,9,5,1,1,2,2
"1329",2020,3,1,2,29,1,8,1,1,1,2
"1330",2020,3,2,1,44,0,5,3,1,1,1
"1331",2020,4,2,2,26,0,7,1,2,2,2
"1332",2020,1,2,1,32,6,8,1,1,2,2
"1333",2020,3,2,2,35,0,8,1,2,1,2
"1334",2020,2,1,1,26,1,10,1,1,1,1
"1335",2020,1,2,1,50,1,8,1,1,1,2
"1336",2020,3,2,1,77,9,7,1,1,1,2
"1337",2020,3,2,2,34,4,7,1,1,2,2
"1338",2020,4,2,1,67,0,10,1,1,1,2
"1339",2020,2,2,2,65,1,8,1,1,1,2
"1340",2020,2,2,1,55,1,6,2,1,1,2
"1341",2020,4,2,2,63,0,8,1,1,1,2
"1342",2020,4,2,2,36,0,5,1,2,1,2
"1343",2020,3,2,1,71,8,9,3,1,1,2
"1344",2020,4,1,1,49,1,9,1,1,2,1
"1345",2020,4,3,2,58,0,5,2,2,1,3
"1346",2020,3,2,1,60,0,7,1,1,1,2
"1347",2020,4,2,2,47,0,6,2,1,1,2
"1348",2020,1,1,2,70,9,7,3,2,1,2
"1349",2020,4,3,1,30,0,8,3,2,2,3
"1350",2020,1,2,2,68,2,5,2,1,1,2
"1351",2020,2,2,2,19,1,7,1,1,2,2
"1352",2020,1,2,2,25,2,7,3,2,2,2
"1353",2020,4,1,2,65,0,7,1,2,2,2
"1354",2020,2,2,2,29,0,6,2,1,2,2
"1355",2020,4,2,1,24,0,7,1,1,1,2
"1356",2020,4,2,2,39,0,6,1,1,2,2
"1357",2020,4,2,2,28,0,7,2,1,1,2
"1358",2020,3,1,1,54,0,7,1,1,1,2
"1359",2020,2,2,1,27,4,1,2,2,1,1
"1360",2020,4,2,2,21,0,3,3,2,1,2
"1361",2020,2,3,2,65,1,4,2,2,1,2
"1362",2020,3,1,1,82,0,8,1,2,1,2
"1363",2020,3,2,2,26,0,4,3,1,1,1
"1364",2020,3,2,2,37,0,4,3,2,1,1
"1365",2020,2,2,1,59,1,8,1,2,2,2
"1366",2020,4,3,1,31,0,4,2,2,1,2
"1367",2020,3,3,2,22,2,1,2,1,1,2
"1368",2020,4,1,2,19,0,9,3,1,1,2
"1369",2020,2,2,2,65,2,6,1,1,1,2
"1370",2020,1,3,1,26,2,4,1,2,2,2
"1371",2020,4,2,1,82,0,1,1,2,3,3
"1372",2020,4,2,1,53,0,9,1,1,1,2
"1373",2020,4,1,2,22,0,6,1,1,1,2
"1374",2020,2,2,2,65,4,9,1,1,1,2
"1375",2020,1,2,2,65,1,9,1,1,1,2
"1376",2020,3,2,2,70,0,8,1,1,1,2
"1377",2020,3,2,2,36,5,7,3,1,1,2
"1378",2020,4,1,1,73,0,10,3,1,1,2
"1379",2020,3,1,2,64,1,8,1,2,1,2
"1380",2020,3,2,2,43,1,8,2,2,1,2
"1381",2020,3,1,2,66,1,8,1,1,1,1
"1382",2020,3,2,2,58,2,7,1,2,2,2
"1383",2020,2,2,1,53,2,5,3,2,2,2
"1384",2020,4,2,1,38,0,5,3,2,1,2
"1385",2020,3,2,2,67,1,6,3,1,1,2
"1386",2020,2,2,2,36,8,5,3,2,2,2
"1387",2020,3,2,1,66,1,4,1,2,1,4
"1388",2020,4,2,1,60,0,9,3,1,1,2
"1389",2020,4,2,1,64,0,5,1,2,1,3
"1390",2020,2,2,2,50,0,1,1,2,1,2
"1391",2020,3,2,1,32,0,6,2,1,1,2
"1392",2020,4,2,2,59,0,4,2,1,2,3
"1393",2020,2,2,2,29,3,9,3,2,2,2
"1394",2020,3,2,2,66,1,8,1,2,2,2
"1395",2020,1,3,2,67,2,6,3,2,2,2
"1396",2020,4,2,1,57,1,6,1,2,2,3
"1397",2020,4,2,2,40,0,7,3,2,2,3
"1398",2020,2,2,2,41,1,9,1,1,1,2
"1399",2020,4,1,1,25,0,8,2,2,1,3
"1400",2020,1,2,2,65,9,2,2,2,1,2
"1401",2020,3,1,2,48,2,9,1,2,2,2
"1402",2020,3,2,2,53,1,5,1,1,1,1
"1403",2020,2,3,1,60,4,4,1,2,1,1
"1404",2020,2,1,2,52,2,8,3,1,1,2
"1405",2020,3,2,2,41,1,6,3,2,2,2
"1406",2020,4,1,1,59,0,10,1,1,1,2
"1407",2020,3,2,1,52,1,7,1,1,1,2
"1408",2020,3,2,1,46,1,1,2,2,2,2
"1409",2020,4,1,1,32,0,8,1,2,2,2
"1410",2020,4,2,2,48,0,7,1,1,1,2
"1411",2020,3,3,2,21,1,4,1,2,1,1
"1412",2020,4,3,1,33,0,8,3,2,2,2
"1413",2020,2,1,2,29,1,8,1,1,1,2
"1414",2020,3,2,1,48,1,2,2,2,2,3
"1415",2020,2,2,2,67,2,6,1,1,1,2
"1416",2020,3,2,2,18,1,3,1,1,2,1
"1417",2020,2,2,1,26,0,8,1,1,2,1
"1418",2020,4,1,1,34,0,9,1,1,2,2
"1419",2020,3,2,1,58,1,10,3,2,1,2
"1420",2020,3,2,2,18,0,8,1,2,1,2
"1421",2020,4,2,2,29,0,9,1,1,1,2
"1422",2020,3,3,2,54,3,5,2,2,1,2
"1423",2020,2,2,1,68,2,9,3,1,1,2
"1424",2020,1,1,1,40,1,10,3,1,1,2
"1425",2020,1,2,2,45,2,7,1,1,1,2
"1426",2020,3,1,1,65,0,10,3,1,1,2
"1427",2020,4,2,2,49,0,10,2,2,2,2
"1428",2020,1,2,2,31,0,5,1,2,2,3
"1429",2020,3,1,1,66,1,9,1,1,1,2
"1430",2020,2,2,1,74,9,6,2,1,1,1
"1431",2020,3,1,2,66,9,10,3,1,1,2
"1432",2020,3,2,1,38,1,4,2,1,3,3
"1433",2020,3,1,1,41,0,9,1,2,1,2
"1434",2020,3,1,2,34,0,7,1,2,1,3
"1435",2020,4,2,1,54,0,8,1,1,2,2
"1436",2020,1,2,1,76,1,8,3,1,1,2
"1437",2020,4,2,2,53,0,5,2,2,3,3
"1438",2020,3,3,2,66,1,1,2,2,4,4
"1439",2020,4,1,1,31,0,8,1,1,1,2
"1440",2020,4,2,1,29,0,1,1,2,1,1
"1441",2020,4,1,2,23,0,7,3,2,1,2
"1442",2020,4,2,2,48,0,7,1,2,2,2
"1443",2020,3,3,1,58,1,4,1,2,2,2
"1444",2020,4,2,1,45,0,8,1,1,2,2
"1445",2020,3,2,1,32,1,6,2,2,1,2
"1446",2020,3,2,2,26,0,10,1,2,1,1
"1447",2020,1,2,1,25,0,6,3,2,1,2
"1448",2020,2,2,1,59,1,6,2,1,2,3
"1449",2020,4,2,2,41,0,6,1,2,2,3
"1450",2020,2,2,2,32,9,7,3,1,2,2
"1451",2020,2,3,1,47,2,5,2,2,2,3
"1452",2020,1,3,1,66,9,2,3,2,2,2
"1453",2020,4,2,2,23,0,5,2,2,2,2
"1454",2020,3,2,2,64,2,5,3,2,1,2
"1455",2020,2,2,2,30,9,4,2,2,2,2
"1456",2020,4,1,1,46,0,6,3,2,2,3
"1457",2020,1,1,2,41,2,8,2,1,1,2
"1458",2020,1,1,2,32,5,7,1,2,1,2
"1459",2020,4,2,2,20,0,9,1,1,2,2
"1460",2020,4,2,2,26,0,5,3,1,1,2
"1461",2020,3,2,2,63,1,7,1,1,1,2
"1462",2020,4,2,1,35,0,3,3,2,1,3
"1463",2020,4,2,2,39,1,7,3,1,1,1
"1464",2020,1,4,2,39,9,5,2,2,2,4
"1465",2020,4,2,2,28,0,9,3,1,2,2
"1466",2020,4,3,1,32,0,1,2,2,1,1
"1467",2020,2,2,1,59,2,4,3,2,1,2
"1468",2020,4,2,2,40,0,8,1,1,1,2
"1469",2020,4,2,2,45,4,9,2,2,2,3
"1470",2020,4,1,2,50,1,10,1,1,1,2
"1471",2020,3,2,2,31,1,7,1,1,1,2
"1472",2020,3,1,2,42,2,3,2,2,1,2
"1473",2020,1,2,1,61,2,3,1,2,1,2
"1474",2020,3,2,1,43,1,8,1,2,1,2
"1475",2020,4,2,2,28,0,9,3,2,2,2
"1476",2020,4,2,2,54,0,7,1,2,4,2
"1477",2020,3,2,1,63,0,8,3,2,2,2
"1478",2020,4,2,2,36,0,4,1,2,3,2
"1479",2020,4,1,2,54,0,8,1,2,1,4
"1480",2020,4,1,1,28,0,5,2,2,2,3
"1481",2020,3,1,2,77,1,7,1,2,1,1
"1482",2020,4,1,2,54,0,7,1,2,1,2
"1483",2020,4,1,1,33,0,5,3,2,2,1
"1484",2020,3,3,1,24,3,7,2,1,2,2
"1485",2020,3,2,2,21,0,7,1,2,1,3
"1486",2020,4,3,1,38,0,5,2,2,1,2
"1487",2020,4,2,1,57,0,9,1,2,1,3
"1488",2020,3,2,1,45,3,7,2,1,1,2
"1489",2020,4,2,2,35,1,9,3,1,1,2
"1490",2020,4,2,2,44,0,8,3,1,2,2
"1491",2020,3,2,1,24,0,6,2,2,2,2
"1492",2020,1,2,1,22,5,4,2,2,2,2
"1493",2020,1,2,1,29,2,6,3,1,2,2
"1494",2020,1,2,2,53,1,6,3,2,1,2
"1495",2020,1,1,2,32,8,7,1,2,2,2
"1496",2020,4,3,1,60,0,7,1,2,2,2
"1497",2020,4,2,1,20,1,4,1,2,1,3
"1498",2020,2,2,2,65,1,9,3,1,1,2
"1499",2020,3,2,2,22,1,7,3,2,1,2
"1500",2020,4,1,2,52,3,10,1,1,1,2
"1501",2020,4,1,1,48,0,7,1,1,4,3
"1502",2020,3,2,1,55,1,7,1,1,1,2
"1503",2020,1,2,1,33,1,4,3,1,1,2
"1504",2020,4,2,1,40,0,8,1,1,1,2
"1505",2020,4,3,2,20,0,3,1,2,1,3
"1506",2020,4,2,1,49,0,7,3,2,2,2
"1507",2020,1,1,2,28,1,6,3,2,1,1
"1508",2020,3,1,1,30,7,9,2,2,2,2
"1509",2020,3,2,2,45,9,10,1,2,1,3
"1510",2020,3,2,1,52,3,10,1,2,2,2
"1511",2020,3,2,1,22,0,6,1,1,1,1
"1512",2020,4,3,2,19,1,7,1,1,1,2
"1513",2020,2,1,1,33,1,10,1,1,3,2
"1514",2020,3,2,2,33,1,3,2,1,2,2
"1515",2020,3,2,1,45,0,7,1,1,1,2
"1516",2020,1,3,1,70,0,2,1,1,1,2
"1517",2020,1,1,1,30,1,8,2,1,1,2
"1518",2020,3,2,2,18,1,7,1,2,2,3
"1519",2020,4,1,2,40,0,7,1,2,1,2
"1520",2020,3,3,1,29,0,3,3,2,2,2
"1521",2020,2,2,2,27,9,8,2,1,3,2
"1522",2020,4,2,1,39,0,7,3,1,1,2
"1523",2020,4,2,1,43,1,7,1,2,1,2
"1524",2020,2,2,2,69,1,9,1,2,1,2
"1525",2020,2,1,1,30,0,4,1,1,1,2
"1526",2020,3,2,1,19,0,9,1,2,1,2
"1527",2020,3,3,1,36,0,1,2,2,1,1
"1528",2020,1,2,2,27,8,8,1,1,1,2
"1529",2020,3,2,1,33,2,6,1,1,1,2
"1530",2020,1,1,1,28,4,8,1,1,1,2
"1531",2020,4,3,2,22,1,2,2,2,2,2
"1532",2020,4,2,1,50,0,8,1,1,2,2
"1533",2020,1,3,1,60,5,3,2,2,1,3
"1534",2020,3,2,1,36,0,8,3,2,1,2
"1535",2020,1,2,2,62,1,7,1,1,1,1
"1536",2020,4,3,2,18,0,2,1,1,1,1
"1537",2020,4,1,1,38,0,10,3,1,1,2
"1538",2020,4,1,2,76,0,9,3,2,1,1
"1539",2020,2,2,2,76,1,4,2,2,1,2
"1540",2020,4,2,1,41,0,7,1,2,2,2
"1541",2020,3,2,2,48,0,7,2,1,2,2
"1542",2020,4,2,2,51,0,4,2,1,1,3
"1543",2020,3,2,1,30,0,3,1,2,1,2
"1544",2020,2,2,2,70,0,6,3,2,3,2
"1545",2020,3,2,2,18,1,5,3,2,1,2
"1546",2020,3,2,1,36,0,4,3,1,1,1
"1547",2020,4,2,2,71,0,7,3,1,1,2
"1548",2020,4,1,2,68,0,8,1,1,2,2
"1549",2020,1,2,1,68,0,9,1,2,3,3
"1550",2020,4,2,1,30,1,7,2,2,1,2
"1551",2020,3,4,1,22,5,4,1,1,1,3
"1552",2020,4,3,1,22,0,1,3,2,4,4
"1553",2020,1,1,1,38,0,6,1,1,1,3
"1554",2020,1,1,1,21,1,6,1,1,1,1
"1555",2020,4,2,1,22,0,4,3,1,2,2
"1556",2020,2,2,1,60,2,4,1,2,1,2
"1557",2020,4,3,1,54,0,9,1,2,1,2
"1558",2020,1,2,1,28,9,7,3,2,1,3
"1559",2020,2,2,1,49,1,6,2,2,1,3
"1560",2020,2,3,1,38,2,3,2,2,2,2
"1561",2020,3,2,1,60,0,3,2,2,1,2
"1562",2020,4,1,1,35,0,9,2,1,1,2
"1563",2020,3,2,2,29,0,7,1,2,2,2
"1564",2020,4,2,1,30,0,4,3,1,1,2
"1565",2020,2,2,2,88,2,5,2,1,1,2
"1566",2020,2,1,1,34,1,9,1,1,3,1
"1567",2020,4,2,2,20,0,5,1,2,1,1
"1568",2020,2,2,1,75,1,5,1,1,1,2
"1569",2020,1,2,2,71,0,8,3,2,1,1
"1570",2020,3,2,1,66,1,8,1,1,1,2
"1571",2020,1,1,2,73,2,9,2,2,2,2
"1572",2020,1,1,1,32,2,8,1,2,2,3
"1573",2020,3,2,1,70,1,8,1,2,1,2
"1574",2020,1,1,1,34,1,8,3,1,1,2
"1575",2020,4,2,1,52,1,8,1,2,2,3
"1576",2020,4,1,2,20,0,5,1,1,1,2
"1577",2020,4,2,1,53,0,5,1,1,2,2
"1578",2020,3,2,2,66,1,9,3,1,1,2
"1579",2020,3,2,2,42,1,4,2,1,1,2
"1580",2020,4,2,2,26,1,3,3,1,1,2
"1581",2020,4,2,1,67,0,8,1,1,1,2
"1582",2020,3,2,2,31,1,9,3,1,1,2
"1583",2020,2,2,2,23,1,6,2,1,1,1
